logged_in,count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,class
0,3,0,0,1,0.95,0.33,1,52,60,0.25,0.1,0.04,0.02,0.81,0.97,anomaly
0,270,1,1,0,0,0.03,0.06,255,7,0.03,0.07,1,1,0,0,anomaly
0,509,0,0,0,0,1,0,162,161,0.99,0.01,0,0,0,0,anomaly
1,23,0,0,0,0,1,0,145,255,1,0,0,0,0,0,normal
0,1,0,0,0,0,1,0,255,172,0.67,0.02,0.47,0.46,0.01,0.01,anomaly
0,227,0,0,1,1,0.09,0.07,255,20,0.08,0.07,0,0,1,1,anomaly
0,509,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,106,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,255,1,0,0.01,0,0,0.01,0,normal
0,242,0,0,1,1,0.04,0.07,255,10,0.04,0.07,0,0,1,1,anomaly
0,5,0,0,0,0,1,0,255,255,1,0,0,0,0,0,anomaly
0,77,0,0,1,1,0.26,0.05,255,60,0.24,0.09,0,0,1,1,anomaly
0,122,1,1,0,0,0.06,0.07,255,7,0.03,0.06,1,1,0,0,anomaly
0,42,0,0,0,0,0.02,0.81,255,1,0,0.53,0,0,0.13,0,anomaly
0,228,0,0,1,1,0.04,0.06,255,9,0.04,0.07,0,0,1,1,anomaly
1,1,0,0,0,0,1,0,255,214,0.84,0.02,0,0,0.04,0,anomaly
1,29,0,0,0,0,1,0,29,255,1,0,0,0,0,0,normal
1,10,0,0,0,0,1,0,10,255,1,0,0,0,0,0,normal
1,8,0,0,0,0,1,0,8,56,1,0,0,0,0,0,normal
0,4,0,0.1,0.5,0.7,0.5,0.75,255,127,0.5,0.01,0,0,0.67,0.33,anomaly
0,254,1,1,0,0,0.06,0.06,255,16,0.06,0.07,1,1,0,0,anomaly
1,13,0,0,0,0,1,0,171,255,1,0,0,0,0,0,normal
0,236,0,0,1,1,0,0.06,255,1,0,0.07,0,0,1,1,anomaly
1,1,0,0,0,0,1,0,1,255,1,0,0,0.01,0,0,normal
0,204,0.12,0,0.87,1,0,1,239,1,0,0.81,0.1,0,0.69,1,anomaly
0,1,1,1,0,0,1,0,255,24,0.09,0.8,0,0.04,0.78,0,anomaly
0,143,1,1,0,0,0.01,0.09,255,1,0,0.09,1,1,0,0,anomaly
0,111,0,0,0,0,0.01,0.81,255,1,0,0.92,0,0,0,0,anomaly
0,150,1,1,0,0,0.13,0.06,255,20,0.08,0.06,1,1,0,0,anomaly
1,1,0,0,0,0,1,0,255,211,0.83,0.02,0,0,0.07,0,anomaly
1,17,0,0,0,0,1,0,104,255,1,0,0,0,0,0,normal
1,76,0.01,0.01,0.97,0.97,1,0,255,255,1,0,0,0,0.29,0.29,anomaly
1,11,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,1,0,0,0,0,1,0,97,96,0.99,0.02,0,0,0,0,anomaly
1,2,0,0,0,0,1,0,152,255,1,0,0,0,0,0,normal
0,105,0,0,0,0,0.01,1,255,1,0,1,0,0,0,0,anomaly
0,1,0,0,0,0,1,0,3,21,0.33,1,0,0,0,0,anomaly
1,4,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,19,0,0,0,0,1,0,255,255,1,0,0,0,0,0,anomaly
0,1,0,0,0,0,1,0,255,252,0.99,0.01,0,0,0,0,normal
0,374,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,1,0,0,0,0,1,0,255,113,0.44,0.02,0,0,0,0,normal
1,3,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,133,0,0,1,1,0.02,0.54,140,2,0.01,0.51,0,0,0.95,1,normal
0,1,1,1,0,0,1,0,112,1,0.01,1,1,1,0,0,anomaly
0,262,0,0,1,1,0.03,0.06,255,8,0.03,0.07,0,0,1,1,anomaly
0,489,0.14,0,0.86,1,0,1,255,1,0,0.98,0.12,0,0.88,1,anomaly
1,3,0,0,0,0,1,0,38,255,1,0,0,0,0,0,normal
1,13,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,27,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,235,0,0,0,0,1,0,255,252,0.99,0.01,0,0,0,0,normal
1,2,0,0,0,0,1,0,255,255,1,0,0,0,0.04,0.04,anomaly
0,1,0,0,0,0,1,0,31,6,0.19,0.35,0,0,0,0,normal
1,3,0,0,1,0.75,1,0,255,255,1,0,0,0,0.06,0.06,anomaly
0,6,0,0,0,0,1,0,255,253,0.99,0.01,0,0,0,0,anomaly
1,17,0,0,0,0,1,0,142,255,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,91,255,1,0,0,0,0,0,normal
0,1,0,0,0,0,1,0,255,209,0.82,0.02,0.29,0.33,0.01,0.01,anomaly
0,272,0,0,1,1,0.07,0.07,255,20,0.08,0.07,0,0,1,1,anomaly
0,1,0,0,0,0,1,0,185,183,0.99,0.01,0,0,0,0,anomaly
1,5,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,23,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,10,0,0,1,1,1,0,255,244,0.96,0.01,0.02,0.02,0.37,0.39,anomaly
1,68,0,0,1,1,1,0,255,255,1,0,0,0,0.37,0.37,anomaly
0,204,0,0,1,1,0.07,0.07,255,15,0.06,0.07,0,0,1,1,anomaly
1,22,0,0,0,0,1,0,71,255,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,17,18,1,0,0,0,0,0,anomaly
0,2,0,0,0,0,1,0,6,30,1,0,0,0.03,0,0,anomaly
0,1,0,0,1,0.67,1,0,255,171,0.67,0.02,0,0.01,0.35,0.2,anomaly
0,81,0,0,0,0,1,0,255,255,1,0,0,0,0,0,anomaly
0,106,0,0,1,1,0.14,0.06,255,15,0.06,0.05,0,0,1,1,anomaly
0,1,1,1,0,0,1,0,52,1,0.02,1,1,1,0,0,anomaly
0,119,0,0,1,1,0.03,0.07,255,3,0.01,0.06,0,0,1,1,anomaly
0,511,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,146,0,0,1,1,0.02,0.06,255,3,0.01,0.05,0,0,1,1,anomaly
0,300,0.91,0.9,0.09,0.1,0.07,0.06,255,20,0.08,0.06,0.89,0.9,0.11,0.1,anomaly
0,270,0,0,1,1,0.04,0.06,255,10,0.04,0.07,0,0,1,1,anomaly
1,6,0,0,0,0,1,0,255,229,0.9,0.01,0,0,0.03,0,normal
1,5,0,0,0,0,1,0,142,225,1,0,0,0,0,0,normal
1,24,0,0,0,0,1,0,72,255,1,0,0,0,0,0,normal
0,477,0.08,0,0.92,1,0,1,255,1,0,1,0.07,0,0.93,1,anomaly
1,3,0,0,0,0,1,0,202,255,1,0,0,0,0,0,normal
0,4,0,0,0,0,1,0,255,255,1,0,0,0,0,0,anomaly
0,1,0,0,0,0,1,0,1,15,1,0,0,0,0,0,anomaly
1,13,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,1,1,1,0,0,1,0,255,125,0.49,0.46,0.38,0.78,0.45,0.02,anomaly
0,1,1,1,0,0,1,0,151,84,0.34,0.02,1,0.61,0,0.19,anomaly
1,7,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,128,0,0,1,1,0.12,0.06,255,15,0.06,0.06,0,0,1,1,anomaly
1,32,0,0,0,0,1,0,255,255,1,0,0.01,0.01,0,0,normal
1,22,0,0.03,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,1,0,0,0,0,1,0,255,170,0.67,0.03,0.33,0.49,0.11,0.08,anomaly
1,24,0,0,0,0,1,0,81,255,1,0,0,0,0,0,normal
1,6,0,0,0,0,1,0,27,244,1,0,0,0,0,0,normal
0,232,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,2,0,0,0,0,1,0,255,201,0.79,0.13,0,0,0.2,0,anomaly
1,4,0,0,0,0,1,0,45,255,1,0,0,0,0,0,normal
0,254,1,1,0,0,0.07,0.06,255,17,0.07,0.06,1,1,0,0,anomaly
0,298,0,0,1,1,0.02,0.06,255,7,0.03,0.06,0,0,1,1,anomaly
1,2,0,0,0,0,0.5,1,135,118,0.87,0.02,0,0,0.07,0,anomaly
0,4,0,0,0.75,0.5,0.5,0.75,42,86,0.33,0.12,0,0,0.88,0.7,anomaly
0,143,0,0,1,1,0.05,0.06,255,7,0.03,0.06,0,0,1,1,anomaly
1,1,0,0,0,0,1,0,65,255,1,0,0,0,0,0,normal
1,21,0,0,0,0,1,0,162,255,1,0,0,0,0,0,normal
0,4,0,0.11,0.75,0.44,0.5,0.75,255,41,0.16,0.03,0,0,0.49,0.83,anomaly
1,5,0.2,0.2,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,2,0,0,0,0,1,0,255,255,1,0,0,0,0.05,0.05,anomaly
1,1,0,0,0,0,1,0,255,245,0.96,0.02,0,0,0.02,0,anomaly
0,95,0,0,0,0,0.01,0.79,255,1,0,0.51,0,0,0.04,0,anomaly
0,1,0,0.1,1,0.5,1,0,255,21,0.08,0.03,0,0,0.21,0.81,anomaly
1,10,0,0,0,0,1,0,35,245,1,0,0,0,0,0,normal
1,4,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,16,0,0,0,0,1,0,50,253,1,0,0,0,0,0,normal
1,4,0,0,0,0,1,0,223,255,1,0,0,0,0,0,normal
1,16,0,0,0,0,1,0,62,255,1,0,0,0,0,0,normal
0,1,1,1,0,0,1,0,255,124,0.49,0.03,0.19,0.39,0.11,0.1,anomaly
0,1,0,0,0,0,1,0,255,180,0.71,0.02,0.42,0.41,0.01,0.01,anomaly
0,2,0,0,0,0,1,0,36,7,0.19,0.14,0,0,0,0,normal
1,17,0,0,0,0,1,0,231,255,1,0,0,0,0,0,normal
1,4,0,0,0,0,1,0,39,255,1,0,0,0,0,0,normal
1,2,0,0,0,0,1,0,255,77,0.3,0.14,0,0,0.68,0,anomaly
1,10,0,0,0,0,1,0,255,255,1,0,0.01,0.01,0,0,normal
1,13,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,1,0,0,0,0,1,0,201,44,0.22,0.02,0,0,0,0,normal
0,2,0,0,0,0,1,0,255,45,0.18,0.02,0,0,0.01,0.04,anomaly
1,1,0,0,0,0,1,0,28,2,0.04,0.21,0,0,0.07,0,anomaly
0,1,0,0,0,0,1,0,255,167,0.65,0.02,0,0,0.02,0.03,anomaly
0,198,0,0,1,1,0.09,0.07,255,18,0.07,0.07,0,0,1,1,anomaly
0,1,0,0,0,0,1,0,255,65,0.25,0.04,0,0.02,0.11,0.2,anomaly
0,1,0,0,0,0,1,0,255,251,0.98,0.02,0.27,0.27,0.01,0,anomaly
1,3,0,0,0,0,1,0,32,114,1,0,0,0,0,0,normal
1,3,0,0,0.67,0.67,1,0,255,255,1,0,0.01,0.01,0.05,0.05,anomaly
0,412,0,0,0,0,1,0,255,255,1,0,0,0,0,0,anomaly
1,1,0,0,0,0,1,0,4,255,1,0,0,0,0,0,normal
1,4,0,0,0,0,1,0,255,255,1,0,0,0,0.05,0.05,anomaly
0,131,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,4,0,0,0,0,1,0,255,242,0.95,0.01,0,0,0.06,0.06,anomaly
1,1,0,0,0,0,1,0,255,153,0.6,0.02,0,0,0.13,0,anomaly
0,1,0,0,0,0,1,0,223,16,0.07,0.03,0,0,0,0,normal
0,142,0,0,1,1,0.06,0.06,255,8,0.03,0.06,0,0,1,1,anomaly
1,11,0,0,0,0,1,0,85,255,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,26,255,1,0,0.04,0,0,0,normal
0,295,0,0,1,1,0,0.06,255,1,0,0.06,0,0,1,1,anomaly
1,1,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,255,255,1,0,0,0,0,0,anomaly
0,1,0,0,0,0,1,0,174,82,0.47,0.03,0,0,0,0,anomaly
0,1,0,0,0,0,1,0,153,31,0.18,0.03,0,0,0,0,normal
0,8,0,0,0,0,1,0,222,78,0.31,0.03,0,0,0,0,normal
0,291,0,0,1,1,0.05,0.06,255,15,0.06,0.06,0,0,1,1,anomaly
1,5,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,2,0,0,1,1,0.5,1,56,59,0.25,0.09,0,0,0.88,1,anomaly
0,228,0,0,1,1,0.08,0.06,255,18,0.07,0.06,0,0,1,1,anomaly
1,4,0,0,0,0,1,0,236,255,1,0,0,0,0,0,normal
0,1,0,0,1,1,1,0,255,1,0,0.64,0,0,0.62,1,normal
1,2,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,3,0,0,0,0,1,0,23,255,1,0,0,0,0,0,normal
0,112,0,0,1,1,0.07,0.06,255,8,0.03,0.05,0,0,1,1,anomaly
0,1,0,0,0,0,1,0,255,252,0.99,0.01,0,0,0,0,normal
1,2,0,0,0,0,1,0,255,246,0.96,0.04,0,0,0.03,0,anomaly
1,8,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,7,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,1,0,0,1,0.83,1,0,48,60,0.25,0.1,0,0,0.88,0.97,anomaly
0,34,0.41,0.41,0.59,0.59,1,0,255,255,1,0,0.07,0.07,0.69,0.69,anomaly
1,2,0,0,0,0,0.5,1,255,248,0.97,0.01,0,0,0,0,anomaly
1,3,0,0,0,0,1,0,255,104,0.41,0.14,0,0,0.58,0,anomaly
1,10,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,5,0,0,0,0,1,0,5,255,1,0,0,0,0,0,normal
0,1,0,0,0,0,1,0,255,235,0.92,0.02,0,0,0.02,0.03,anomaly
0,44,0,0,0,0,1,0,255,255,1,0,0,0,0,0,anomaly
1,1,0,0,0,0,1,0,161,131,0.81,0.02,0,0,0,0,normal
0,436,0.05,0,0.95,1,0,1,255,1,0,1,0.05,0,0.95,1,anomaly
0,50,0,0,0,0,1,0,255,255,1,0,0,0,0,0,anomaly
0,3,0,0,1,1,0.33,1,236,58,0.23,0.02,0,0,0.85,0.98,anomaly
0,2,0,0,0,0,1,0,255,240,0.94,0.01,0,0,0.04,0,normal
0,3,0,0,1,1,0.33,1,57,60,0.26,0.09,0,0,0.89,0.98,anomaly
1,5,0,0,0,0,1,0,5,73,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,2,255,1,0,0,0,0,0,normal
1,2,0,0,0,0,1,0,255,9,0.04,0.16,0,0,0.95,0,anomaly
1,1,0,0,0,0,1,0,45,44,0.96,0.04,0,0,0,0,anomaly
0,146,0,0,1,1,0.12,0.05,255,18,0.07,0.05,0,0,1,1,anomaly
1,4,0,0,0,0,1,0,255,248,0.97,0.01,0,0,0.06,0.06,anomaly
0,243,0,0,1,1,0.04,0.06,255,9,0.04,0.07,0,0,1,1,anomaly
1,23,0,0,1,1,1,0,255,255,1,0,0,0,0.5,0.5,anomaly
1,4,0,0,0,0,1,0,36,255,1,0,0,0,0,0,normal
0,135,0,0,0,0,0.01,1,255,1,0,0.84,0,0,0,0,anomaly
1,21,0,0,0,0,1,0,160,255,1,0,0,0,0,0,normal
0,280,0.09,0,0.91,1,0.07,0.06,255,20,0.08,0.06,0.09,0,0.91,1,anomaly
1,1,0,0,0,0,1,0,255,255,1,0,0.01,0.01,0,0,normal
1,1,0,0,0,0,1,0,255,242,0.95,0.02,0,0,0.01,0,anomaly
0,191,1,1,0,0,0.02,0.09,255,3,0.01,0.09,1,1,0,0,anomaly
0,270,0.01,0.08,0.99,0.92,0.05,0.06,255,13,0.05,0.07,0.01,0.08,0.99,0.92,anomaly
0,1,0,0,0,0,1,0,255,180,0.71,0.02,0,0,0.02,0.03,anomaly
0,43,1,1,0,0,0.05,0.19,255,2,0.01,0.16,1,1,0,0,anomaly
1,1,0,0,0,0,1,0,255,218,0.85,0.04,0,0,0,0,anomaly
0,398,0.17,0,0.83,1,0,1,255,1,0,0.91,0.14,0,0.86,1,anomaly
1,5,0,0,0,0,1,0,217,255,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,255,15,0.06,0.02,0.92,0,0.01,0,normal
1,1,0,0,0,0,1,0,13,255,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,222,203,0.91,0.01,0,0,0.05,0,anomaly
1,7,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,4,0,0,0,0,1,0,17,51,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,13,251,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,156,138,0.88,0.02,0,0,0.06,0,anomaly
0,277,1,1,0,0,0.03,0.06,255,9,0.04,0.07,1,1,0,0,anomaly
1,1,0,0,0,0,1,0,255,106,0.42,0.03,0.02,0,0.01,0,anomaly
0,1,0,0,0,0,1,0,255,200,0.78,0.21,0.5,0.63,0.2,0.01,anomaly
0,1,0,0,0,0,1,0,147,42,0.18,0.04,0,0,0,0,anomaly
0,2,0,0,0,0,1,0,6,14,1,0,0,0.07,0,0,anomaly
1,6,0,0,0,0,1,0,181,54,0.3,0.55,0.01,0,0.61,0.02,normal
0,509,0.01,0,0.97,1,0,1,255,1,0,1,0,0,0.98,1,anomaly
0,134,0,0,1,1,0.01,0.07,255,1,0,0.07,0,0,1,1,anomaly
1,4,0,0,0,0,1,0,255,254,1,0.01,0,0,0.03,0.03,anomaly
0,275,1,1,0,0,0.04,0.06,255,10,0.04,0.07,1,1,0,0,anomaly
0,291,0,0,1,1,0.04,0.05,255,11,0.04,0.05,0,0,1,1,anomaly
1,11,0,0,0,0,1,0,25,255,1,0,0,0,0,0,normal
1,15,0,0,0,0,1,0,67,255,1,0,0,0,0,0,normal
0,1,0,0,1,1,1,0,71,38,0.17,0.07,0,0,0.87,1,anomaly
1,11,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,144,1,1,0,0,0.06,0.09,255,8,0.03,0.09,1,1,0,0,anomaly
1,14,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,270,1,1,0,0,0.02,0.06,255,6,0.02,0.06,1,1,0,0,anomaly
0,1,0,0,0,0,1,0,2,142,1,0,0,0,0,0,anomaly
1,1,0,0,0,0,1,0,35,255,1,0,0,0,0,0,normal
1,5,0,0,0,0,1,0,5,255,1,0,0,0,0,0,normal
1,11,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,255,16,0.06,0.89,0,0,0.87,0,anomaly
0,4,0,0.6,0.5,0,0.5,0.75,164,82,0.5,0.02,0,0,0.63,0.27,anomaly
1,16,0,0,0,0,1,0,235,255,1,0,0,0,0,0,normal
0,1,0,0,0,0,1,0,255,225,0.88,0.02,0.27,0.31,0.01,0,anomaly
0,113,0,0,1,1,0.11,0.06,255,12,0.05,0.05,0,0,1,1,anomaly
0,292,1,1,0,0,0.06,0.06,255,18,0.07,0.07,1,1,0,0,anomaly
1,3,0,0,0,0,1,0,49,255,1,0,0,0,0,0,normal
0,509,0,0,0.98,1,0,0.97,255,1,0,0.95,0,0,1,1,anomaly
0,197,0,0,1,1,0.04,0.07,255,7,0.03,0.07,0,0,1,1,anomaly
1,1,0,0,0,0,1,0,83,255,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,255,217,0.85,0.04,0,0,0,0,anomaly
1,46,0.02,0.02,0.98,0.98,1,0,255,253,0.99,0.01,0.01,0.01,0.73,0.73,anomaly
1,3,0,0,0,0,1,0,55,255,1,0,0.02,0.01,0,0,normal
0,249,0,0,1,1,0.04,0.07,255,11,0.04,0.08,0,0,1,1,anomaly
1,1,0,0,0,0,1,0,255,141,0.55,0.02,0,0,0.16,0,anomaly
1,3,0,0,0,0,1,0,255,254,1,0.01,0,0,0.01,0.01,anomaly
0,150,1,1,0,0,0.13,0.06,255,20,0.08,0.05,1,1,0,0,anomaly
0,279,0,0,1,1,0.06,0.06,255,17,0.07,0.07,0,0,1,1,anomaly
1,1,0,0,0,0,1,0,189,134,0.61,0.02,0,0,0,0,normal
0,236,0,0,1,1,0.07,0.07,255,16,0.06,0.07,0,0,1,1,anomaly
0,114,0,0,1,1,0.16,0.06,255,18,0.07,0.06,0,0,1,1,anomaly
1,14,0,0,0,0,1,0,226,255,1,0,0,0,0,0,normal
1,3,0,0,1,1,1,0,232,229,0.99,0.01,0,0,0.03,0.03,anomaly
1,24,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,1,0,0,0,0,1,0,255,248,0.97,0.01,0,0,0.02,0.02,anomaly
1,3,0,0,1,1,0.33,1,218,60,0.24,0.02,0,0,0.89,1,anomaly
0,1,0,0,0,0,1,0,242,20,0.05,0.03,0.01,0,0,0,anomaly
0,4,0,0,0,0,1,0,255,253,0.99,0.01,0,0,0,0,anomaly
0,274,1,1,0,0,0.03,0.06,255,8,0.03,0.06,1,1,0,0,anomaly
1,4,0,0,0,0,1,0,255,229,0.9,0.02,0,0,0.06,0,normal
1,5,0,0,0,0,1,0,18,247,1,0,0,0,0,0,normal
0,1,1,1,0,0,1,0,255,130,0.51,0.02,0.53,0.43,0.01,0.01,anomaly
0,510,0.04,0,0.96,1,0,1,255,1,0,1,0.02,0,0.98,1,anomaly
0,214,0,0,1,1,0.01,0.08,255,3,0.01,0.07,0,0,1,1,anomaly
1,4,0,0,0,0,1,0,255,253,0.99,0.01,0,0,0,0,normal
0,1,1,1,0,0,1,0,255,46,0.18,0.73,0.08,0.46,0.71,0,anomaly
0,510,0.01,0,0.96,1,0,1,255,1,0,1,0.02,0,0.98,1,anomaly
0,102,1,1,0,0,1,0,175,111,0.63,0.1,0.58,0.92,0.03,0,anomaly
0,1,0,0,1,1,1,0,255,90,0.35,0.6,0.18,0.09,0.74,0.89,normal
1,2,0,0,0,0,1,0,2,255,1,0,0,0,0,0,normal
1,12,0,0,1,1,1,0,255,233,0.91,0.02,0,0,0.13,0.14,anomaly
0,2,0,0,0,0,1,0,70,25,0.2,0.1,0,0,0,0,anomaly
1,1,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,30,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,2,0,0,0,0,1,0,4,10,1,0,0,0,0,0,anomaly
0,159,1,1,0,0,0.02,0.1,255,3,0.01,0.1,1,1,0,0,anomaly
0,2,0,0,0,0,1,0,255,251,0.98,0.01,0,0,0,0,normal
0,129,0,0,1,1,0.01,0.06,255,1,0,0.06,0,0,1,1,anomaly
0,246,0,0,1,1,0.03,0.06,255,7,0.03,0.06,0,0,1,1,anomaly
1,1,0,0,0,0,1,0,255,36,0.14,0.02,0.01,0,0.75,0,normal
1,38,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,133,0,0,1,1,0.07,0.06,255,9,0.04,0.05,0,0,1,1,anomaly
1,20,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,2,0,0,1,1,0.5,1,255,44,0.17,0.02,0,0,0.56,1,anomaly
1,2,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,157,0,0,0,0,1,0,251,179,0.71,0.01,0,0,0,0,normal
0,1,0,0.05,1,0.84,1,0,70,80,0.36,0.07,0.01,0.01,0.84,0.54,anomaly
1,8,0,0,0,0,1,0,50,255,1,0,0,0,0,0,normal
0,1,0,0,0,0,1,0,255,248,0.97,0.01,0,0,0,0,anomaly
1,5,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,255,31,0.12,0.02,0.02,0,0.75,0,normal
0,226,0,0,1,1,0.08,0.06,255,17,0.07,0.07,0,0,1,1,anomaly
0,181,1,1,0,0,0.11,0.08,255,20,0.08,0.09,1,1,0,0,anomaly
1,6,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,2,0,0,0,0,1,0,90,255,1,0,0,0,0,0,normal
0,446,0.04,0,0.93,1,0,1,255,1,0,1,0.05,0,0.9,1,anomaly
0,1,0,0,0,0,1,0,255,207,0.81,0.19,0.5,0.61,0.18,0.01,anomaly
0,2,0,0,0,0,1,0,255,255,1,0,0,0,0,0,anomaly
0,511,0.14,0,0.86,1,0,1,255,1,0,0.95,0.13,0,0.87,1,anomaly
0,1,0,0,0,0,1,0,255,215,0.84,0.03,0.33,0.4,0.12,0.07,anomaly
0,4,0,0.4,1,0.4,0.25,1,90,88,0.32,0.06,0,0.11,0.89,0.59,anomaly
0,105,0,0,1,1,0.16,0.06,204,17,0.08,0.05,0,0,1,1,anomaly
1,4,0,0,0,0,1,0,255,252,0.99,0.01,0,0,0.06,0.06,anomaly
0,499,0.05,0,0.95,1,0,1,255,1,0,1,0.04,0,0.96,1,anomaly
1,9,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,5,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,139,169,0.73,0.04,0,0,0,0,normal
0,2,0,0,1,1,0.5,1,138,35,0.25,0.02,0,0,0.64,1,anomaly
1,5,0,0,0,0,1,0,85,255,1,0,0,0,0,0,normal
0,129,1,1,0,0,1,0,255,255,1,0,1,1,0,0,anomaly
0,2,0,0,1,0.93,0.5,1,16,29,0.25,0.31,0,0,0.81,0.97,anomaly
0,74,0,0,1,1,0.24,0.05,255,58,0.23,0.1,0,0,1,1,anomaly
1,10,0,0,0,0,1,0,31,255,1,0,0,0,0,0,normal
1,49,0,0,0,0,1,0,66,255,1,0,0,0,0,0,normal
1,32,0,0,0,0,1,0,116,255,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,255,141,0.55,0.03,0.48,0.86,0.02,0.01,anomaly
0,510,0,0,0,0,1,0,255,80,0.31,0.01,0,0,0,0,anomaly
0,511,0.15,0,0.85,1,0,1,255,1,0,0.99,0.13,0,0.87,1,anomaly
0,511,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,216,0,0,1,1,0.08,0.07,255,18,0.07,0.07,0,0,1,1,anomaly
0,7,0,0,0,0,1,0,255,109,0.43,0.02,0,0,0,0,normal
1,15,0,0,0,0,1,0,97,255,1,0,0,0,0,0,normal
1,2,0,0,0,0,1,0,96,255,1,0,0,0,0,0,normal
0,1,0,0,0,0,1,0,255,64,0.25,0.04,0,0.02,0.11,0.2,anomaly
1,1,0,0,0,0,1,0,255,132,0.52,0.02,0,0,0.18,0.02,anomaly
1,1,0,0,0,0,1,0,210,191,0.91,0.01,0,0,0.05,0,anomaly
1,2,0.5,0.5,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,14,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,131,1,1,0,0,0.03,0.09,255,4,0.02,0.09,1,1,0,0,anomaly
1,11,0,0,0,0,1,0,80,255,1,0,0,0,0,0,normal
0,175,1,1,0,0,0.05,0.09,255,9,0.04,0.09,1,1,0,0,anomaly
1,1,0,0,0,0,1,0,108,255,1,0,0,0,0,0,normal
0,229,0,0,1,1,0.03,0.07,255,7,0.03,0.07,0,0,1,1,anomaly
0,1,0,0,0,0,1,0,209,96,0.37,0.02,0,0,0.01,0,normal
1,10,0,0,0,0,1,0,31,255,1,0,0,0,0,0,normal
1,17,0,0,0,0,1,0,42,255,1,0,0,0,0,0,normal
0,226,0,0,1,1,0.04,0.08,255,8,0.03,0.08,0,0,1,1,anomaly
0,1,1,1,0,0,1,0,255,151,0.59,0.03,0.3,0.51,0.11,0.09,anomaly
0,511,0.15,0,0.84,1,0,1,255,1,0,0.91,0.13,0,0.87,1,anomaly
1,1,0,0,0,0,1,0,55,139,0.42,0.11,0,0,0,0,normal
